0.999759,-0.0027209,-0.0218153,0.00280394,0.99999,0.00377746,0.0218055,-0.00383772,0.999756,-0.0464842,-0.0420261,0.52177
0.999818,-0.00573387,-0.0183081,0.0059,0.999941,0.0090506,0.018254,-0.00915746,0.999793,-0.00550034,0.0352853,0.474507
0.999831,-0.00141816,-0.0183531,0.00158035,0.999955,0.00881145,0.0183373,-0.00883846,0.999792,0.0217174,0.00926447,0.476217
0.9998,0.000135345,-0.0200187,-0.00011796,1.00001,0.000861042,0.0200231,-0.000858249,0.999801,0.032267,-0.00100803,0.509556
0.999818,0.0020595,-0.0186377,-0.00207991,0.999993,-0.00107518,0.0186344,0.00111378,0.999818,0.00756516,-0.0265863,0.483957
0.999905,-0.0012183,-0.0139513,0.00118566,0.999993,-0.00233129,0.013946,0.00231415,0.999901,-0.0292121,-0.0642496,0.468836
0.999886,0.00301518,-0.0148453,-0.00304602,0.999999,-0.00207321,0.0148392,0.00211863,0.999889,-0.0215634,-0.0258646,0.498311
0.999907,0.00353919,-0.0130322,-0.00355622,0.999991,-0.0012496,0.0130383,0.00129527,0.999918,-0.0144578,0.00178097,0.449191
0.999914,0.0041445,-0.0128547,-0.00412166,0.999987,0.00180637,0.0128691,-0.00175314,0.999917,0.00338599,-0.00321051,0.461486
0.99989,0.00256994,-0.0140177,-0.00265385,0.999979,-0.00599961,0.0139871,0.00603639,0.999881,-0.0101258,-0.00569226,0.503355
0.999891,-0.00138525,-0.0147857,0.00135734,0.999998,-0.00189245,0.0147915,0.00187217,0.999881,0.00282446,-0.0219788,0.451137
0.999899,-0.0050737,-0.013947,0.00510759,0.99999,0.00240445,0.0139425,-0.00247544,0.999908,0.0160766,0.0538006,0.440343
0.999873,-0.00199444,-0.0151595,0.00203929,0.999992,0.00290184,0.0151485,-0.00293193,0.999882,0.029336,0.0319583,0.466577
0.999892,-0.000530155,-0.0147143,0.000504268,1,-0.0017295,0.014715,0.00172135,0.999885,-0.00189824,-0.0449809,0.447165
0.999898,0.000345023,-0.0145727,-0.000362469,0.999993,-0.00118651,0.014577,0.00119145,0.9999,-0.00506983,-0.0448344,0.441403
